PHZ113 Kauai_Channel
PKZ033 Southern_Chatham_Strait
PKZ034 Frederick_Sound
PKZ035 Sumner_Strait
PKZ041 Dixon_Entrance_to_Cape_Decision
PKZ119 Cape_Suckling_to_Cape_Cleare
PKZ132 Shuyak_Island_To_Sitkinak
PKZ131 Barren_Islands_East
PKZ139 Cook_Inlet_Kalgin_Island_to_Point_Bede
PKZ141 Kachemak_Bay
PKZ140 Cook_Inlet_North_Kalgin_Island
PKZ130 West_of_Barren_Islands_Including_Kamishak_Bay
PKZ120 Cape_Cleare_to_Gore_Point
GMZ534 Lake_Borgne
GMZ538 Breton_Sound
GMZ532 Mississippi_Sound
GMZ536 Chandeleur_Sound
GMZ631 South_Mobile_Bay
GMZ632 Mississippi_Sound
GMZ630 North_Mobile_Bay
GMZ655 Coastal_waters_from_Okaloosa-Walton_County_Line_to_Pensacola_FL_out_20_NM
GMZ634 Pensacola_Bay_Area_including_Santa_Rosa_Sound
GMZ633 Perdido_Bay_Area
GMZ650 Coastal_waters_from_Pensacola_FL_to_Pascagoula_MS_out_20_NM
GMZ755 Coastal_Waters_From__Ochlockonee_River_to_Apalachicola_FL_out_to_20_Nm
GMZ750 Coastal_waters_from_Okaloosa-Walton_County_Line_to_Mexico_Beach_out_20_NM
GMZ636 Eastern_Choctawhatchee_Bay
AMZ136 Pamlico_and_Pungo_Rivers
AMZ137 Neuse_and_Bay_Rivers
AMZ135 Pamlico_Sound
AMZ230 Albemarle_Sound
AMZ131 Alligator_River
ANZ633 Currituck_Sound
ANZ634 Chesapeake_Bay_from_Little_Creek_VA_to_Cape_Henry_VA_including_the_Chesapeake_Bay_Bridge_Tunnel
ANZ539 Chester_River_to_Queenstown_MD
ANZ538 Patapsco_River_including_Baltimore_Harbor
ANZ531 Chesapeake_Bay_from_Pooles_Island_to_Sandy_Point_MD
ANZ530 Chesapeake_Bay_north_of_Pooles_Island_MD
ANZ540 Eastern_Bay
ANZ533 Chesapeake_Bay_from_North_Beach_to_Drum_Point_MD
ANZ532 Chesapeake_Bay_from_Sandy_Point_to_North_Beach_MD
ANZ541 Choptank_River_to_Cambridge_MD_and_the_Little_Choptank_River
ANZ535 Tidal_Potomac_from_Key_Bridge_to_Indian_Head_MD
ANZ536 Tidal_Potomac_from_Indian_Head_to_Cobb_Island_MD
ANZ537 Tidal_Potomac_from_Cobb_Island_MD_to_Smith_Point_VA
GMZ752 Coastal_Waters_from_Mexico_Beach_to_Apalachicola_out_20_NM
GMZ772 Waters_from_Mexico_Beach_to_Apalachicola_FL_from_20_to_60_NM
GMZ635 Western_Choctawhatchee_Bay
PZZ356 Coastal_waters_from_Cape_Blanco_OR_to_Pt._St._George_CA_out_10_nm
PZZ410 Humboldt_Bay_Bar
AMZ231 Croatan_and_Roanoke_Sounds
SLZ022 St._Lawrence_River_above_Ogdensburg_NY
LSZ150 Outer_Apostle_Islands_Beyond_5_NM_from_Mainland
ANZ332 Long_Island_Sound_East_of_the_Mouth_of_the_Connecticut_River
AMZ374 Waters_from_Savannah_GA_to_Altamaha_Sound_GA_extending_from_20_nm_to_60_nm
AMZ178 Waters_from_Cape_Lookout__to_Surf_City_NC_from_20_to_40_nm
AMZ170 Waters_from_Currituck_Beach_Light_to_Oregon_Inlet_NC_from_20_to_40_nm
AMZ172 Waters_from_Oregon_Inlet_to_Cape_Hatteras_NC_from_20_to_40_nm
AMZ174 Waters_from_Cape_Hatteras_to_Ocracoke_Inlet_NC_from_20_to_40_nm
AMZ176 Waters_fromOcracoke_Inlet_to_Cape_Lookout_NC_from_20_to_40_nm
ANZ676 Waters_from_Cape_Charles_Light_to_Virginia_-_North_Carolina_Border_from_20_to_40_nm
ANZ670 Waters_from_Fenwick_Island_DE_to_Chintoteague_VA_from_20_to_40_nm
ANZ672 Waters_from_Chincoteague_VA_to_Parramore_Island_VA_from_20_to_40_nm
ANZ674 Waters_from_Parramore_Island_VA_to_Cape_Charles_Light_VA_from_20_to_40_nm
ANZ678 Waters_from_NC_VA_border_to_Currituck_Beach_Light_NC_from_20_to_40_nm
ANZ370 Waters_from_Moriches_Inlet_NY_to_Montauk_Point_NY_from_20_to_40_NM
ANZ475 Waters_from_Cape_May_NJ_to_Fenwick_Island_DE_out_20_to_40_nm
ANZ373 Waters_from_Fire_Island_Inlet_NY_to_Moriches_Inlet_NY_from_20_to_40_NM
ANZ375 Waters_from_Sandy_Hook_NJ_to_Fire_Island_Inlet_out_20_to_40_nm
ANZ470 Waters_from_Sandy_Hook_NJ_to_Manasquan_Inlet_NJ_out_20_to_40_nm
ANZ471 Waters_from_Manasquan_Inlet_NJ_to_Little_Egg_Inlet_NJ_out_20_to_40_nm
ANZ472 Waters_from_Little_Egg_Inlet_NJ_to_Great_Egg_Inlet_NJ_out_20_to_40_nm_from_20_to_40_NM
ANZ473 Waters_from_Great_Egg_Inlet_NJ_to_Cape_May_NJ_out_20_to_40_nm
ANZ172 Waters_from_Port_Clyde_ME_to_Cape_Elizabeth_ME_from_25_to_40_nm
ANZ271 Ocean_Waters_from_Provincetown_to_Nantucket_from_20_to_35_NM_offshore
ANZ070 Waters_from_Eastport_ME_to_Schoodic_Point,_ME_from_25_to_40_nm
ANZ273 Ocean_Waters_from_Montauk_NY_to_Marthas_Vineyard_from_25_to_40_NM_offshore
ANZ272 Ocean_Waters_from_Marthas_Vineyard_to_Nantucket_from_25_to_45_NM_offshore
ANZ270 Ocean_Waters_from_the_Merrimack_River_to_Plymouth_from_40_to_60_NM_offshore
ANZ071 Waters_from_Schoodic_Point,_ME_to_Stonington_ME_from_25_to_40_nm
ANZ170 Waters_from_Stonington_ME_to_Port_Clyde_ME_from_25_to_40_nm
ANZ174 Waters_from_Cape_Elizabeth_ME_to_Merrimack_River_MA_from_25_to_40_nm
AMZ352 Coastal_waters_from_Edisto_Beach_SC_to_Savannah_GA_out_20_nm
AMZ350 Coastal_waters_from_South_Santee_River_to_Edisto_Beach_SC_out_20_nm
AMZ254 Coastal_waters_from_Little_River_Inlet_to_Murrells_Inlet_SC_out_20_nm
AMZ256 Coastal_waters_from_Murrells_Inlet_to_South_Santee_River_SC_out_20_nm
AMZ250 Coastal_waters_from_Surf_City_to_Cape_Fear_NC_out_20_nm
AMZ156 S_of_Ocracoke_Inlet_NC_to_Cape_Lookout_NC_out_to_20_nm
AMZ158 S_of_Cape_Lookout_NC_to_Surf_City_NC_out_to_20_nm
AMZ252 Coastal_waters_from_Cape_Fear_NC_to_Little_River_Inlet_SC_out_20_nm
AMZ154 S_of_Cape_Hatteras_NC_to_Ocracoke_Inlet_NC_out_to_20_nm
AMZ152 S_of_Oregon_Inlet_NC_to_Cape_Hatteras_NC_out_to_20_nm
AMZ150 S_of_Currituck_Beach_Light_NC_to_Oregon_Inlet_NC_out_to_20_nm
ANZ658 Coastal_waters_from_NC_VA_border_to_Currituck_Beach_Light_NC_out_20_nm
ANZ654 Coastal_waters_from_Parramore_Island_to_Cape_Charles_Light_VA_out_20_nm
ANZ650 Coastal_waters_from_Fenwick_Island_DE_to_Chincoteague_VA_out_20_nm
ANZ455 Coastal_waters_from_Cape_Henlopen_to_Fenwick_Island_DE_out_20_nm
ANZ652 Coastal_waters_from_Chincoteague_to_Parramore_Island_VA_out_20_nm
ANZ454 Coastal_waters_from_Cape_May_NJ_to_Cape_Henlopen_DE_out_20_nm
ANZ453 Coastal_waters_from_Great_Egg_Inlet_to_Cape_May_NJ_out_20_nm
ANZ452 Coastal_waters_from_Little_Egg_Inlet_to_Great_Egg_Inlet_NJ_out_20_nm
ANZ451 Coastal_waters_from_Manasquan_Inlet_to_Little_Egg_Inlet_NJ_out_20_nm
ANZ656 Coastal_Waters_from_Cape_Charles_Light_to_Virginia-North_Carolina_border_out_to_20_nm
ANZ256 Coastal_Waters_from_Montauk_NY_to_Marthas_Vineyard_extending_out_to_20_nm_South_of_Block_Island
ANZ255 Coastal_Waters_extending_out_to_25_nm_South_of_Marthas_Vineyard_and_Nantucket
ANZ254 Coastal_waters_from_Provincetown_MA_to_Chatham_MA_to_Nantucket_MA_out_20_nm
ANZ450 Coastal_waters_from_Sandy_Hook_to_Manasquan_Inlet_NJ_out_20_nm
ANZ355 Sandy_Hook_NJ_to_Fire_Island_Inlet_NY_out_20_nm
ANZ353 Fire_Island_Inlet_NY_to_Moriches_Inlet_NY_out_20_nm
ANZ350 Moriches_Inlet_NY_to_Montauk_Point_NY_out_20_nm
ANZ250 Coastal_waters_east_of_Ipswich_Bay_and_the_Stellwagen_Bank_National_Marine_Sanctuary
ANZ154 Coastal_Waters_from_Cape_Elizabeth,_ME_to_Merrimack_River,_MA_out_25_NM
ANZ152 Coastal_Waters_from_Port_Clyde,_ME_to_Cape_Elizabeth,_ME_out_25_NM
ANZ150 Coastal_Waters_from_Stonington,_ME_to_Port_Clyde,_ME_out_25_NM
ANZ051 Coastal_Waters_from_Schoodic_Point,_ME_to_Stonington,_ME_out_25_NM
ANZ050 Coastal_Waters_from_Eastport,_ME_to_Schoodic_Point,_ME_out_25_NM
PKZ201 Etolin_Strait_to_Dall_Point
PMZ171 Yap_Coastal_Waters
PMZ172 Chuuk_Coastal_Waters
PMZ173 Pohnpei_Coastal_Waters
PMZ174 Kosrae_Coastal_Waters
PMZ181 Majuro_Coastal_Waters
PMZ191 Waters_out_to_40_Nautical_Miles
PMZ161 Koror_Palau_Coastal_Waters
PMZ151 Guam_Coastal_Waters
PMZ152 Rota_Coastal_Waters
PMZ153 Tinian_Coastal_Waters
PMZ154 Saipan_Coastal_Waters
GMZ231 Baffin_Bay_and_Upper_Laguna_Madre
GMZ232 Corpus_Christi_and_Nueces_Bays
GMZ236 Copano_Aransas_and_Redfish_Bays
AMZ270 Waters_from_Surf_City_to_Cape_Fear_NC_from_20_to_40_nm
AMZ272 Waters_from_Cape_Fear_NC_to_Little_River_Inlet_SC_from_20_to_40_nm
AMZ370 Waters_from_South_Santee_River_SC_to_Edisto_Beach_SC_extending_from_20_nm_to_40_nm
AMZ274 Waters_from_Little_River_Inlet_to_Murrells_Inlet_SC_from_20_to_40_nm
AMZ276 Waters_from_Murrells_Inlet_NC_to_South_Santee_River_SC_from_20_to_40_nm
AMZ372 Waters_from_Edisto_Beach_SC_to_Savannah_GA_extending_from_20_nm_to_40_nm
PKZ181 North_and_West_of_Nunivak_Island
