
 GRID FILE: $HDS/96040800_ruc.gem                                                   

 GRID NAVIGATION: 
     PROJECTION:          LCC                 
     ANGLES:                25.0   -95.0    25.0
     GRID SIZE:           93  65
     LL CORNER:              12.19   -133.46
     UR CORNER:              57.29    -49.38

 GRID ANALYSIS BLOCK: 
      UNKNOWN ANALYSIS TYPE 

 Number of grids in file:   629

 Maximum number of grids in file:   1500

  NUM       TIME1              TIME2           LEVL1 LEVL2  VCORD PARM
    1     960408/0000F000                          0         MAXW PRES        
    2     960408/0000F000                          0         MAXW UREL        
    3     960408/0000F000                          0         MAXW VREL        
    4     960408/0000F000                          0         FRZL PRES        
    5     960408/0000F000                          0         FRZL HGHT        
    6     960408/0000F000                          0         FRZL RELH        
    7     960408/0000F000                        180  150    PAGL RELH        
    8     960408/0000F000                        180  150    PAGL UREL        
    9     960408/0000F000                        180  150    PAGL VREL        
   10     960408/0000F000                         90  60     PAGL RELH        
   11     960408/0000F000                         90  60     PAGL UREL        
   12     960408/0000F000                         90  60     PAGL VREL        
   13     960408/0000F000                         90  60     PAGL TMPK        
   14     960408/0000F000                         30  0      PAGL RELH        
   15     960408/0000F000                         30  0      PAGL UREL        
   16     960408/0000F000                         30  0      PAGL VREL        
   17     960408/0000F000                         30  0      PAGL TMPK        
   18     960408/0000F000                         10         HGHT UREL        
   19     960408/0000F000                         10         HGHT VREL        
   20     960408/0000F000                          2         HGHT RELH        
   21     960408/0000F000                          2         HGHT TMPK        
   22     960408/0000F000                          0         PRES MMSL        
   23     960408/0000F000                          0         PRES HGHT        
   24     960408/0000F000                       1000         PRES HGHT        
   25     960408/0000F000                       1000         PRES TMPK        
   26     960408/0000F000                       1000         PRES RELH        
   27     960408/0000F000                       1000         PRES UREL        
   28     960408/0000F000                       1000         PRES VREL        
   29     960408/0000F000                        950         PRES HGHT        
   30     960408/0000F000                        950         PRES TMPK        
   31     960408/0000F000                        950         PRES RELH        
   32     960408/0000F000                        950         PRES UREL        
   33     960408/0000F000                        950         PRES VREL        
   34     960408/0000F000                        900         PRES HGHT        
   35     960408/0000F000                        900         PRES TMPK        
   36     960408/0000F000                        900         PRES RELH        
   37     960408/0000F000                        900         PRES UREL        
   38     960408/0000F000                        900         PRES VREL        
   39     960408/0000F000                        850         PRES HGHT        
   40     960408/0000F000                        850         PRES TMPK        
   41     960408/0000F000                        850         PRES RELH        
   42     960408/0000F000                        850         PRES UREL        
   43     960408/0000F000                        850         PRES VREL        
   44     960408/0000F000                        800         PRES HGHT        
   45     960408/0000F000                        800         PRES TMPK        
   46     960408/0000F000                        800         PRES RELH        
   47     960408/0000F000                        800         PRES UREL        
   48     960408/0000F000                        800         PRES VREL        
   49     960408/0000F000                        750         PRES HGHT        
   50     960408/0000F000                        750         PRES TMPK        
   51     960408/0000F000                        750         PRES RELH        
   52     960408/0000F000                        750         PRES UREL        
   53     960408/0000F000                        750         PRES VREL        
   54     960408/0000F000                        700         PRES HGHT        
   55     960408/0000F000                        700         PRES TMPK        
   56     960408/0000F000                        700         PRES RELH        
   57     960408/0000F000                        700         PRES UREL        
   58     960408/0000F000                        700         PRES VREL        
   59     960408/0000F000                        650         PRES HGHT        
   60     960408/0000F000                        650         PRES TMPK        
   61     960408/0000F000                        650         PRES RELH        
   62     960408/0000F000                        650         PRES UREL        
   63     960408/0000F000                        650         PRES VREL        
   64     960408/0000F000                        600         PRES HGHT        
   65     960408/0000F000                        600         PRES TMPK        
   66     960408/0000F000                        600         PRES RELH        
